번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,시장구분
1524,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,KOSDAQ
1525,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"9,381,540","4,690,770,000",500,원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,KOSDAQ
1526,183490,엔지켐생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,"7,731,994","3,865,997,000",500,원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,KOSDAQ
1527,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"45,435,833","4,543,583,300",100,원(KRW),02-3461-2150,"서울특별시 서초구 남부순환로 2634-27 성원빌딩 1층, 2층",KOSDAQ
1528,69410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500",500,원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",KOSDAQ
1529,48830,엔피케이,32002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500",500,원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,KOSDAQ
1530,96870,엘디티,32601,반도체 제조업,"6,678,400","3,339,200,000",500,원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,KOSDAQ
1531,61970,엘비세미콘,32601,반도체 제조업,"43,784,592","21,892,296,000",500,원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,KOSDAQ
1532,138690,엘아이에스,32902,특수 목적용 기계 제조업,"15,529,605","7,764,802,500",500,원(KRW),070-7162-7205,경기도 의왕시  경수대로391번길 14 (주)엘티에스 ,KOSDAQ
1533,290650,엘앤씨바이오,32102,의약품 제조업,"7,239,332","3,619,666,000",500,원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",KOSDAQ
1534,66970,엘앤에프,32802,일차전지 및 축전지 제조업,"24,757,675","12,378,837,500",500,원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,KOSDAQ
1535,156100,엘앤케이바이오,32701,의료용 기기 제조업,"10,778,736","5,389,368,000",500,원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,KOSDAQ
1536,73110,엘엠에스,32703,사진장비 및 광학기기 제조업,"8,895,755","4,522,877,500",500,원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,KOSDAQ
1537,83310,엘오티베큠,32902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000",500,원(KRW),031-677-4431,경기도 안성시 공단1로 68 ,KOSDAQ
1538,37950,엘컴텍,32602,전자부품 제조업,"84,447,519","42,223,759,500",500,원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,KOSDAQ
1539,170920,엘티씨,32001,기초 화학물질 제조업,"7,519,943","3,759,971,500",500,원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,KOSDAQ
1540,58630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",500,원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,KOSDAQ
1541,19590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000",500,원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,KOSDAQ
1542,97520,엠씨넥스,32605,영상 및 음향기기 제조업,"14,251,904","7,125,952,000",500,원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",KOSDAQ
1543,179290,엠아이텍,32701,의료용 기기 제조업,"30,423,558","15,211,779,000",500,원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",KOSDAQ
1544,9780,엠에스씨,31007,기타 식품 제조업,"17,600,000","8,800,000,000",500,원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,KOSDAQ
1545,123040,엠에스오토텍,33003,자동차 신품 부품 제조업,"27,205,022","13,602,511,000",500,원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,KOSDAQ
1546,32790,엠젠플러스,74605,기계장비 및 관련 물품 도매업,"14,870,532","7,435,266,000",500,원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),KOSDAQ
1547,33160,엠케이전자,32602,전자부품 제조업,"21,807,689","10,903,844,500",500,원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,KOSDAQ
1548,204020,엠코르셋,31401,봉제의복 제조업,"10,073,715","5,356,191,500",500,원(KRW),02-6907-8888,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) ",KOSDAQ
1549,259630,엠플러스,32902,특수 목적용 기계 제조업,"5,111,890","2,555,945,000",500,원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,KOSDAQ
1550,115960,연우,32202,플라스틱제품 제조업,"12,398,000","6,199,000,000",500,원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,KOSDAQ
1551,90740,연이정보통신,32602,전자부품 제조업,"16,000,000","8,000,000,000",500,원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,KOSDAQ
1552,7530,영신금속,32509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000",500,원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,KOSDAQ
1553,143540,영우디에스피,32902,특수 목적용 기계 제조업,"12,194,466","6,097,233,000",500,원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,KOSDAQ
1554,36180,영인프런티어,74605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500",500,원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",KOSDAQ
1555,36560,영풍정밀,32901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000",500,원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,KOSDAQ
1556,265560,영화테크,33003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",500,원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,KOSDAQ
1557,36000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500",500,원(KRW),02-566-1004,서울시 성동구 아차산로 153,KOSDAQ
1558,53280,예스24,74709,무점포 소매업,"17,200,000","8,600,000,000",500,원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,KOSDAQ
1559,122640,예스티,32902,특수 목적용 기계 제조업,"11,001,835","5,500,917,500",500,원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp,KOSDAQ
1560,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612",0,중국위안(CNY),86-599-8508611,"20th Floor, Alexandra House 18 Chater Road, Central Hong Kong &nbsp",KOSDAQ
1561,45060,오공,32004,기타 화학제품 제조업,"16,941,974","8,470,987,000",500,원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,KOSDAQ
1562,80520,오디텍,32601,반도체 제조업,"11,746,609","5,873,304,500",500,원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,KOSDAQ
1563,39830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000",500,원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,KOSDAQ
1564,46120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500",500,원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",KOSDAQ
1565,14940,오리엔탈정공,33101,선박 및 보트 건조업,"45,573,661","22,786,830,500",500,원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,KOSDAQ
1566,65500,오리엔트정공,33003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",500,원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),KOSDAQ
1567,10470,오리콤,137103,광고업,"11,498,750","11,498,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,KOSDAQ
1568,53980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",500,원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,KOSDAQ
1569,52420,오성첨단소재,32202,플라스틱제품 제조업,"49,717,899","24,920,233,500",500,원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 ,KOSDAQ
1570,241790,오션브릿지,32004,기타 화학제품 제조업,"9,238,010","4,619,005,000",500,원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,KOSDAQ
1571,39200,오스코텍,32102,의약품 제조업,"28,101,839","14,050,919,500",500,원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",KOSDAQ
1572,226400,오스테오닉,32701,의료용 기기 제조업,"8,458,466","4,229,233,000",500,원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,KOSDAQ
1573,31510,오스템,33003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000",500,원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,KOSDAQ
1574,48260,오스템임플란트,32701,의료용 기기 제조업,"14,285,717","7,142,858,500",500,원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,KOSDAQ
1575,138080,오이솔루션,32604,통신 및 방송 장비 제조업,"7,739,532","3,869,766,000",500,원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,KOSDAQ
1576,80580,오킨스전자,32602,전자부품 제조업,"6,200,000","3,100,000,000",500,원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",KOSDAQ
1577,67170,오텍,33004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500",500,원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,KOSDAQ
1578,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000",500,원(KRW),02-568-6727,"서울특별시 강남구 삼성로 524, 2층(삼성동, 세화빌딩) ",KOSDAQ
1579,49480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500",500,원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",KOSDAQ
1580,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,503,921","3,251,960,500",500,원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,KOSDAQ
1581,57540,옴니시스템,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500",500,원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,KOSDAQ
1582,57680,옴니텔,105802,소프트웨어 개발 및 공급업,"33,698,640","16,849,320,000",500,원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,KOSDAQ
1583,123010,옵토팩,32602,전자부품 제조업,"4,987,409","2,493,704,500",500,원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp,KOSDAQ
1584,82210,옵트론텍,32703,사진장비 및 광학기기 제조업,"22,560,627","11,280,313,500",500,원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),KOSDAQ
1585,109080,옵티시스,32604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000",500,원(KRW),031-719-8033,"경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩) ",KOSDAQ
1586,153710,옵티팜,32103,의료용품 및 기타 의약 관련제품 제조업,"14,217,258","7,108,629,000",500,원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,KOSDAQ
1587,52770,와이디온라인,105802,소프트웨어 개발 및 공급업,"31,423,394","15,711,697,000",500,원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20 ,KOSDAQ
1588,57030,와이비엠넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500",500,원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 ",KOSDAQ
1589,122990,와이솔,32602,전자부품 제조업,"24,156,941","12,078,470,500",500,원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,KOSDAQ
1590,232140,와이아이케이,32902,특수 목적용 기계 제조업,"61,788,456","6,178,845,600",100,원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",KOSDAQ
1591,67900,와이엔텍,53802,폐기물 처리업,"18,199,659","9,099,829,500",500,원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,KOSDAQ
1592,155650,와이엠씨,32602,전자부품 제조업,"19,974,358","9,987,179,000",500,원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,KOSDAQ
1593,251370,와이엠티,32001,기초 화학물질 제조업,"7,405,200","3,702,600,000",500,원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",KOSDAQ
1594,66430,와이오엠,74607,기타 전문 도매업,"11,563,534","5,781,767,000",500,원(KRW),051-972-7175,부산광역시 강서구 호계로145번길 36 (죽동동) 주식회사 와이오엠 ,KOSDAQ
1595,193250,와이제이엠게임즈,32602,전자부품 제조업,"45,636,595","4,563,659,500",100,원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 ,KOSDAQ
1596,19210,와이지-원,32509,기타 금속 가공제품 제조업,"30,506,398","15,253,199,000",500,원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 ,KOSDAQ
1597,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,185,709","9,092,854,500",500,원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,KOSDAQ
1598,79000,와토스코리아,32202,플라스틱제품 제조업,"7,200,000","3,600,000,000",500,원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,KOSDAQ
1599,114630,우노앤컴퍼니,32005,화학섬유 제조업,"13,573,965","6,886,982,500",500,원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,KOSDAQ
1600,32820,우리기술,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","85,399,992","42,699,996,000",500,원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",KOSDAQ
1601,41190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000",500,원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,KOSDAQ
1602,115440,우리넷,32604,통신 및 방송 장비 제조업,"6,365,710","3,182,855,000",500,원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,KOSDAQ
1603,46970,우리로,32604,통신 및 방송 장비 제조업,"24,791,119","12,395,559,500",500,원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,KOSDAQ
1604,215360,우리산업,33003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500",500,원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,KOSDAQ
1605,72470,우리산업홀딩스,116409,기타 금융업,"18,887,341","9,443,670,500",500,원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,KOSDAQ
1606,73560,우리손에프앤지,31001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500",500,원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 ,KOSDAQ
1607,153490,우리이앤엘,32601,반도체 제조업,"49,900,000","24,950,000,000",500,원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,KOSDAQ
1608,82850,우리이티아이,32804,전구 및 조명장치 제조업,"41,518,621","20,759,310,500",500,원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",KOSDAQ
1609,37400,우리조명,32804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000",500,원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,KOSDAQ
1610,101170,우림기계,32901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000",500,원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,KOSDAQ
1611,66590,우수AMS,33003,자동차 신품 부품 제조업,"24,694,303","12,347,151,500",500,원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,KOSDAQ
1612,46940,우원개발,64201,기반조성 및 시설물 축조관련 전문공사업,"17,124,677","8,562,338,500",500,원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 ,KOSDAQ
1613,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"25,109,711","2,510,971,100",100,원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층,KOSDAQ
1614,65680,우주일렉트로,32602,전자부품 제조업,"9,934,220","4,967,110,000",500,원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,KOSDAQ
1615,18620,우진비앤지,32102,의약품 제조업,"16,217,013","8,108,506,500",500,원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,KOSDAQ
1616,32940,원익,74605,기계장비 및 관련 물품 도매업,"17,934,432","8,967,216,000",500,원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,KOSDAQ
1617,240810,원익IPS,32902,특수 목적용 기계 제조업,"49,083,901","24,541,950,500",500,원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,KOSDAQ
1618,74600,원익QnC,32301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000",500,원(KRW),054-472-6138,경북 구미시 구포동 637 ,KOSDAQ
1619,104830,원익머트리얼즈,32001,기초 화학물질 제조업,"12,608,000","6,304,000,000",500,원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -,KOSDAQ
1620,14190,원익큐브,74607,기타 전문 도매업,"35,399,906","17,699,953,000",500,원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,KOSDAQ
1621,30530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500",500,원(KRW),031-659-2389,경기도 평택시 칠괴길 78-40 78-40,KOSDAQ
1622,12620,원일특강,32401,1차 철강 제조업,"4,400,000","2,200,000,000",500,원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",KOSDAQ
1623,8370,원풍,32202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,KOSDAQ
1624,8290,원풍물산,31401,봉제의복 제조업,"38,391,781","19,195,890,500",500,원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,KOSDAQ
1625,101160,월덱스,32602,전자부품 제조업,"16,510,993","8,255,496,500",500,원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,KOSDAQ
1626,95270,웨이브일렉트로,32604,통신 및 방송 장비 제조업,"10,798,868","5,399,434,000",500,원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,KOSDAQ
1627,65950,웰크론,31302,직물직조 및 직물제품 제조업,"26,032,450","13,016,225,000",500,원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,KOSDAQ
1628,114190,웰크론강원,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,366,896","7,683,448,000",500,원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18 ,KOSDAQ
1629,76080,웰크론한텍,64101,건물 건설업,"19,362,573","9,681,286,500",500,원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,KOSDAQ
1630,196700,웹스,32002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",500,원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,KOSDAQ
1631,69080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000",500,원(KRW),031-627-6600,경기도 성남시 분당구 판교로 242,KOSDAQ
1632,53580,웹케시,105802,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500",500,원(KRW),02-784-1690,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층 ,KOSDAQ
1633,44340,위닉스,32805,가정용 기기 제조업,"17,873,425","8,936,712,500",500,원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,KOSDAQ
1634,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000",500,원(KRW),02-3709-2000,,KOSDAQ
1635,38620,위즈코프,74707,연료 소매업,"38,830,772","19,415,386,000",500,원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",KOSDAQ
1636,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","8,798,060","4,399,030,000",500,원(KRW),02-749-0507,서울특별시 강남구 봉은사로22길 47 &nbsp;,KOSDAQ
1637,36090,위지트,32902,특수 목적용 기계 제조업,"72,749,313","36,374,656,500",500,원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",KOSDAQ
1638,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,088,063","6,044,031,500",500,원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 ,KOSDAQ
1639,97800,윈팩,32601,반도체 제조업,"36,083,249","18,041,624,500",500,원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,KOSDAQ
1640,192390,윈하이텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,863,089","4,931,544,500",500,원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,KOSDAQ
1641,900340,윙입푸드,116409,기타 금융업,"40,409,095","188,030,868",0,홍콩달러(HKD),86-760-23215457,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK ",KOSDAQ
1642,36200,유니셈,32902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500",500,원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,KOSDAQ
1643,18000,유니슨,32901,일반 목적용 기계 제조업,"93,600,606","46,800,303,000",500,원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,KOSDAQ
1644,203450,유니온커뮤니티,32604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",500,원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,KOSDAQ
1645,11320,유니크,33003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500",500,원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,KOSDAQ
1646,86390,유니테스트,32902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000",500,원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,KOSDAQ
1647,241690,유니테크노,33003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000",500,원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,KOSDAQ
1648,142210,유니트론텍,74502,자동차 부품 및 내장품 판매업,"9,931,950","4,965,975,000",500,원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",KOSDAQ
1649,48430,유라테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000",500,원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,KOSDAQ
1650,206650,유바이오로직스,137001,자연과학 및 공학 연구개발업,"25,566,086","12,783,043,000",500,원(KRW),02-572-6675,서울특별시 서초구 마방로 8 봄날아침빌딩 6층 ,KOSDAQ
1651,89850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500",500,원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,KOSDAQ
1652,32620,유비케어,105802,소프트웨어 개발 및 공급업,"52,197,139","26,098,569,500",500,원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,KOSDAQ
1653,264450,유비쿼스,32604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500",500,원(KRW),070-4865-0500,경기도 성남시 분당구 판교로255번길 68 ,KOSDAQ
1654,78070,유비쿼스홀딩스,116409,기타 금융업,"18,696,628","10,348,314,000",500,원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,KOSDAQ
1655,24800,유성티엔에스,84902,육상 여객 운송업,"27,213,580","13,606,790,000",500,원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",KOSDAQ
1656,54930,유신,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000","5,000",원(KRW),(02)6202-0114,서울특별시 강남구 역삼로4길 8 ,KOSDAQ
1657,69330,유아이디,32602,전자부품 제조업,"11,887,792","5,943,896,000",500,원(KRW),(041)862-7576,세종특별자치시   전동면 노장공단길 25-9 ,KOSDAQ
1658,49520,유아이엘,32602,전자부품 제조업,"21,784,936","11,142,469,000",500,원(KRW),031-948-1234,경기도 파주시 광탄면 보광로 869-26 ,KOSDAQ
1659,287410,유안타제3호스팩,116601,금융 지원 서비스업,"4,235,000","423,500,000",100,원(KRW),02-3770-3518,서울특별시 중구 을지로 76 ,KOSDAQ
1660,56090,유앤아이,32701,의료용 기기 제조업,"7,742,642","3,871,321,000",500,원(KRW),031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp,KOSDAQ
1661,263770,유에스티,32401,1차 철강 제조업,"23,700,172","2,370,017,200",100,원(KRW),02-6121-6778,경상북도 포항시 남구 철강로 290 (주)유에스티,KOSDAQ
1662,195990,유지인트,32902,특수 목적용 기계 제조업,"104,964,607","52,482,303,500",500,원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,KOSDAQ
1663,23410,유진기업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","77,310,863","38,655,431,500",500,원(KRW),02-3704-3300,경기도 부천시 오정구  석천로 457 ,KOSDAQ
1664,56080,유진로봇,32902,특수 목적용 기계 제조업,"37,512,152","18,756,076,000",500,원(KRW),032-550-2304,인천광역시 연수구 하모니로187번길 33 송도동,KOSDAQ
1665,84370,유진테크,32902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000",500,원(KRW),(031)323-5700,경기도 용인시 처인구  양지면 추계로 42 유진테크 ,KOSDAQ
1666,178780,유테크,32602,전자부품 제조업,"17,384,483","8,692,241,500",500,원(KRW),031-444-0202,경기도 안양시 만안구 전파로 48 &nbsp,KOSDAQ
1667,179900,유티아이,32602,전자부품 제조업,"15,864,895","7,932,447,500",500,원(KRW),041-333-4352,충청남도 예산군 응봉면 응봉로 50-16 &nbsp,KOSDAQ
